,time_taken,delivery_person_age,delivery_person_ratings,beeline_distance,type_of_order_Buffet,type_of_order_Meal,type_of_order_Snack,type_of_vehicle_bicycle,type_of_vehicle_electric_scooter,type_of_vehicle_scooter
5175,13,26,4.6,7.573429885020108,1,0,0,0,0,0
5176,44,35,4.7,6.037605711784208,1,0,0,0,0,0
5177,23,24,4.5,3.059402876820984,0,0,0,0,0,0
5178,50,35,4.0,10.42736760615815,1,0,0,0,0,0
5179,16,25,4.9,3.0643606844471907,1,0,0,0,1,0
5180,33,35,4.3,6.1288740968464825,0,0,0,0,0,0
5181,28,35,4.7,10.71119152154572,0,1,0,0,0,0
5182,24,20,4.6,4.405707968793497,0,0,1,0,0,0
5183,39,38,3.7,13.829019124454268,0,0,1,0,0,1
5184,17,38,4.8,13.61128304620412,0,0,0,0,0,1
5185,29,29,4.9,13.480986278784098,0,0,0,0,0,1
5186,15,28,5.0,10.602497166339631,1,0,0,0,0,0
5187,28,39,4.7,13.78848075238715,0,0,0,0,0,0
5188,25,30,5.0,17.138105845700238,0,0,1,0,0,1
5189,25,29,4.7,4.65715978228187,0,0,0,0,0,1
5190,16,30,5.0,9.07484893630857,1,0,0,0,0,1
5191,25,21,4.6,4.674173521866281,0,1,0,0,0,0
5192,23,20,4.8,7.683918689074729,0,1,0,0,1,0
5193,15,21,5.0,1.5323596444882273,0,1,0,0,0,1
5194,19,34,4.9,4.717601092054723,0,0,0,0,0,0
5195,18,24,4.8,20.86362506156607,0,0,1,0,0,1
5196,21,29,4.0,9.121425981981247,1,0,0,0,0,0
5197,24,29,4.7,13.97014466545326,0,1,0,0,0,1
5198,19,26,4.7,3.040539883060508,1,0,0,0,0,0
5199,36,26,4.0,14.02184017066065,0,1,0,0,0,0
5200,19,25,4.1,3.1162228846223834,0,1,0,0,0,0
5201,14,33,4.8,3.0295246341921644,0,0,1,0,0,0
5202,20,27,4.6,4.590648124312415,1,0,0,0,0,0
5203,29,22,4.9,10.602450942886513,1,0,0,0,0,1
5204,32,30,4.4,20.253258047708663,0,0,1,0,0,1
5205,25,31,4.6,7.6596877195057695,0,1,0,0,0,1
5206,22,28,4.9,9.32728515796102,0,1,0,0,0,0
5207,22,20,4.9,7.564859910416516,0,0,0,0,0,1
5208,44,35,4.1,13.215481259999029,1,0,0,0,0,0
5209,29,31,5.0,1.5125847685793798,1,0,0,0,0,1
5210,12,22,4.8,7.601265908224463,0,0,0,0,0,0
5211,18,29,4.6,4.5967456266495255,1,0,0,0,0,0
5212,28,37,5.0,10.590448391072325,0,0,1,0,0,0
5213,25,33,4.7,4.560890658020926,0,1,0,0,0,1
5214,25,39,4.9,10.42720866042292,0,1,0,0,0,1
5215,18,33,4.9,4.464766878776638,0,0,0,0,1,0
5216,30,32,4.3,4.610027010711368,1,0,0,0,0,0
5217,20,29,4.6,10.906379374468557,0,1,0,1,0,0
5218,25,39,4.9,1.5303005968363894,1,0,0,0,0,1
5219,29,25,4.9,13.611428630407849,0,1,0,0,1,0
5220,39,26,5.0,12.161642370389037,1,0,0,0,0,0
5221,37,39,4.3,7.660205777239119,0,0,0,0,0,0
5222,19,21,4.9,12.436148456121032,0,0,1,0,0,1
5223,26,32,4.9,3.064267071068136,0,0,0,0,1,0
5224,18,35,4.9,9.313705947300656,0,0,1,0,0,0
5225,27,25,4.6,9.192770952683546,0,0,0,0,0,0
5226,21,35,4.7,11.748980070213673,1,0,0,0,0,1
5227,16,33,4.8,7.762092914972186,0,0,1,0,0,0
5228,36,24,4.9,20.067547605061733,1,0,0,0,0,0
5229,12,20,5.0,7.790401204068506,0,1,0,0,1,0
5230,49,34,4.8,14.15280068944862,0,0,1,0,0,1
5231,17,36,5.0,6.210168035777162,0,1,0,0,0,0
5232,16,23,4.8,7.601385733164932,0,1,0,0,0,0
5233,39,20,2.7,20.178100872931342,0,1,0,0,0,1
5234,15,34,4.8,9.081845042090478,0,0,0,0,0,1
5235,38,21,4.1,19.879870677373702,0,0,0,0,0,1
5236,18,28,4.7,3.0528213653155487,0,1,0,0,0,1
5237,20,28,4.7,16.634890709262386,1,0,0,0,0,0
5238,37,25,4.4,10.565032566504131,0,0,1,0,0,1
5239,43,29,4.8,20.178298581848242,0,1,0,0,0,0
5240,35,37,4.5,17.078029070273278,0,1,0,0,0,1
5241,24,29,5.0,7.601066543768378,0,0,0,0,1,0
5242,18,26,5.0,4.537860442229041,0,0,0,0,0,0
5243,34,29,5.0,20.17903332454877,0,0,0,0,0,0
5244,17,36,4.7,4.5969260911847485,1,0,0,0,0,0
5245,20,24,4.6,6.208803959900089,0,0,1,0,0,1
5246,25,32,4.7,7.5620699721624804,0,0,0,0,0,0
5247,26,25,4.8,4.537400479091801,0,0,0,0,0,1
5248,26,36,4.9,19.362825446415226,0,1,0,0,1,0
5249,13,39,4.7,1.5147927355664839,0,0,0,0,0,1
5250,48,31,4.0,17.077999100718277,0,0,0,0,0,0
5251,28,34,4.9,6.128846407056886,1,0,0,0,0,0
5252,29,27,4.9,7.648080628607945,0,0,1,0,0,1
5253,14,21,4.6,3.0737721530635387,0,0,0,0,0,0
5254,20,25,4.2,1.532276469519439,0,0,1,0,0,0
5255,44,37,4.4,10.880651848535559,0,0,0,0,0,1
5256,25,28,4.3,4.588321086013583,0,1,0,0,0,0
5257,36,25,4.1,16.721976048741215,1,0,0,0,0,0
5258,28,39,4.7,20.44292976252901,0,0,0,0,0,0
5259,27,21,4.9,3.073644027723396,0,0,1,0,1,0
5260,42,22,4.3,10.709308833621588,1,0,0,0,1,0
5261,34,34,3.6,20.506907204759106,0,0,1,0,0,1
5262,27,23,4.7,9.088084092164259,0,1,0,0,0,1
5263,41,39,4.4,16.41134103981494,0,0,1,0,0,1
5264,22,31,4.8,19.916194656540203,0,1,0,0,0,0
5265,26,33,4.6,6.209735433842075,0,0,0,0,0,0
5266,23,27,4.8,19.362561679297382,1,0,0,0,0,0
5267,51,38,4.9,13.681056958913903,1,0,0,0,0,0
5268,26,27,4.9,12.079324698379555,0,0,1,0,0,0
5269,21,27,4.6,17.29786575291325,0,1,0,0,0,0
5270,21,22,4.8,7.549900138928506,0,1,0,0,0,1
5271,38,38,4.8,13.82913165629175,0,0,0,0,0,0
5272,33,32,4.4,9.0811043656784,0,1,0,0,0,0
5273,23,20,4.9,6.128757701629757,0,0,0,0,0,0
5274,23,26,5.0,6.290134677634678,0,1,0,0,0,1
5275,24,26,4.9,13.407092693002484,0,0,0,0,0,0
5276,21,21,4.6,7.660692882261043,0,0,0,0,0,0
5277,32,29,4.6,4.663566689152146,1,0,0,0,0,1
5278,16,31,4.8,11.007734763744619,1,0,0,0,0,1
5279,37,26,4.9,17.076725433736602,0,0,1,0,0,0
5280,14,23,4.7,9.179276688028636,1,0,0,0,1,0
5281,24,26,4.9,4.5379053231429145,0,0,0,0,0,1
5282,12,29,4.6,7.648080628607945,0,1,0,1,0,0
5283,19,22,4.8,9.435201537430713,0,1,0,0,0,0
5284,15,24,4.3,1.5606562752171242,1,0,0,0,0,0
5285,47,39,4.8,13.99001950805727,0,0,1,0,0,0
5286,16,21,4.9,1.5126653201046323,0,0,1,0,0,1
5287,20,29,4.6,9.349055143284817,0,0,1,0,0,0
5288,17,33,4.6,14.15280068944862,0,0,1,0,1,0
5289,18,35,4.8,7.5735237341835395,1,0,0,0,0,0
5290,27,26,4.6,13.427981831457974,0,0,1,0,0,0
5291,20,20,4.6,20.181059137197778,0,0,1,0,0,1
5292,12,24,4.8,3.0585736588579726,0,0,1,0,0,1
5293,32,39,4.0,7.8032219310450195,0,0,0,0,0,1
5294,25,32,4.6,11.916705005077658,0,0,0,0,0,1
5295,44,33,4.8,17.13793593144315,0,0,0,0,0,1
5296,27,39,4.6,6.209021101535612,0,1,0,0,0,0
5297,33,37,4.1,1.5369113551350593,0,1,0,0,0,0
5298,24,20,4.7,12.418009922382469,0,0,0,0,0,0
5299,34,21,4.5,12.161605446010208,0,0,1,0,0,0
5300,32,39,4.3,3.145067434621583,1,0,0,0,0,0
5301,34,22,4.9,16.982190294886447,0,1,0,0,0,0
5302,36,37,4.5,12.293290453033773,0,0,1,0,0,0
5303,28,30,4.6,16.822056546203214,0,0,1,0,0,0
5304,25,32,4.6,1.5725337292863206,0,0,0,0,1,0
5305,15,34,4.7,12.420599246806638,0,0,0,0,0,1
5306,31,39,4.4,17.098593053938863,1,0,0,0,0,0
5307,33,31,4.9,4.657651549280329,0,0,1,0,0,0
5308,26,30,4.6,11.9165950600701,0,0,0,0,0,0
5309,21,33,4.7,10.880650831531838,0,1,0,0,0,0
5310,16,29,4.6,7.573406195224182,0,0,1,0,0,1
5311,36,35,3.7,10.881731319465791,1,0,0,0,0,1
5312,17,21,4.8,10.707006464770936,0,0,0,0,1,0
5313,17,36,4.8,1.520369481743939,0,1,0,0,1,0
5314,13,24,4.5,8.952508524589783,0,0,1,0,1,0
5315,33,30,3.7,12.257118233178144,0,1,0,0,0,1
5316,48,26,4.1,6.117761953594232,0,1,0,0,0,0
5317,40,38,4.1,11.719821223237691,0,0,1,0,0,0
5318,30,34,4.9,4.469157679084987,1,0,0,0,0,0
5319,35,21,2.8,10.707860128480876,0,1,0,0,1,0
5320,27,20,4.8,7.647092834675519,0,1,0,0,0,0
5321,28,38,4.6,6.210618323092562,1,0,0,0,1,0
5322,29,20,4.9,16.659963190057415,0,0,0,0,0,0
5323,20,24,4.8,13.768718508386597,0,0,1,0,1,0
5324,15,39,5.0,7.760775621293676,0,1,0,0,0,1
5325,41,38,4.9,10.868667520702992,0,1,0,0,0,0
5326,21,34,4.7,6.290134677634678,0,0,1,0,0,0
5327,32,39,4.0,5.968995503546301,0,0,0,0,0,1
5328,12,36,4.9,1.5125654463644045,0,1,0,0,0,1
5329,33,38,4.4,9.074573554008944,1,0,0,0,0,0
5330,33,39,4.2,12.43518327861207,0,0,0,0,0,0
5331,23,29,4.6,14.15280068944862,0,1,0,0,0,0
5332,29,25,4.5,9.348448896833318,0,0,0,0,0,1
5333,30,36,4.8,5.875219258490915,0,0,1,0,0,0
5334,22,23,4.6,19.660674820590273,0,1,0,0,0,1
5335,26,23,5.0,17.076725433736602,1,0,0,0,0,1
5336,33,37,4.1,12.58026782240096,0,0,0,0,1,0
5337,33,38,4.4,4.4691549592640305,1,0,0,0,0,1
5338,26,33,4.8,11.916606438888204,0,1,0,0,0,0
5339,13,29,4.6,4.717601092054723,0,1,0,0,0,0
5340,20,31,4.5,3.145067434621583,0,1,0,0,0,0
5341,24,29,4.6,19.618918347479877,0,0,1,0,0,0
5342,18,21,4.9,11.007734763744619,0,1,0,0,0,1
5343,46,36,4.9,17.07269000033606,0,1,0,0,0,0
5344,25,38,4.8,10.906553214977128,0,0,1,0,0,1
5345,14,23,4.6,9.176379825815138,0,0,0,0,0,1
5346,23,22,4.7,4.469352052738077,0,0,1,0,0,0
5347,10,22,4.7,4.657651549280329,0,0,0,0,0,1
5348,23,30,4.7,1.5202946823347985,1,0,0,0,0,0
5349,39,38,4.3,16.384502397510182,0,1,0,0,0,0
5350,25,29,4.6,7.790401360105752,0,1,0,0,0,1
5351,18,22,4.6,16.608214361065517,0,0,0,0,0,0
5352,17,20,5.0,7.761726486394523,1,0,0,0,0,0
5353,35,33,3.5,17.076596635444833,0,0,0,0,0,1
5354,16,22,4.8,4.537640130462667,0,0,0,0,0,0
5355,43,29,4.8,12.161009703058534,0,1,0,0,0,0
5356,52,29,4.6,13.969878141806623,1,0,0,0,0,1
5357,13,29,4.9,6.208803959900089,0,0,1,0,0,1
5358,28,20,4.8,12.236790662986138,0,0,1,0,0,1
5359,19,24,5.0,3.0646768621690934,0,0,1,0,0,1
5360,28,23,4.5,4.631517024951627,0,1,0,0,1,0
5361,24,20,4.8,7.8626681674103684,0,1,0,0,1,0
5362,18,50,5.0,17.078665498349437,0,1,0,0,1,0
5363,18,21,4.7,16.635451215537916,0,1,0,0,1,0
5364,18,35,4.6,9.192951167083441,0,0,1,0,0,1
5365,17,20,4.6,1.5725337292863206,0,1,0,0,0,1
5366,44,35,4.0,17.29786575291325,0,1,0,0,0,0
5367,23,21,4.7,12.435005114517455,1,0,0,0,0,0
5368,41,36,4.5,13.762754362295334,0,0,1,0,0,0
5369,20,29,4.8,5.960265171500215,0,0,0,0,0,1
5370,25,27,4.9,3.116212741612218,0,0,0,0,0,1
5371,22,27,4.9,7.562333809640329,0,0,0,0,0,1
5372,33,34,4.3,1.5093764432901144,0,0,0,0,0,0
5373,20,29,4.7,17.074786485938343,0,0,0,0,0,0
5374,19,26,4.8,3.11620371432348,0,0,1,0,0,0
5375,43,35,4.9,10.92420466208724,0,0,1,0,0,0
5376,34,25,5.0,19.976095320024395,1,0,0,0,0,1
5377,26,35,4.5,3.073787868356216,0,0,0,0,0,0
5378,29,26,4.7,6.118745338337484,0,0,1,0,0,0
5379,20,29,4.7,10.756697879102619,0,1,0,0,1,0
5380,22,38,5.0,7.7725232004434295,0,0,0,0,0,0
5381,36,30,4.9,19.66102221350665,0,1,0,0,0,0
5382,24,39,4.9,1.5725337292863206,1,0,0,0,0,1
5383,14,21,4.9,11.720801597550349,0,0,1,0,0,0
5384,29,38,4.9,10.867366120252033,1,0,0,0,0,1
5385,26,20,5.0,17.076712975302453,0,0,1,0,0,1
5386,29,32,4.3,3.1048037532854496,0,0,0,0,0,0
5387,24,25,4.6,10.42999110860193,0,1,0,0,0,0
5388,15,36,4.8,1.5093577696337532,1,0,0,0,0,1
5389,15,29,4.8,6.217860329667253,0,0,1,0,0,1
5390,16,25,4.8,13.481226399921741,0,0,0,0,0,1
5391,15,33,4.8,7.790160607220383,0,0,1,0,0,0
5392,16,26,4.9,20.179033045443173,1,0,0,0,0,0
5393,18,21,4.6,13.973182653917394,0,1,0,0,0,1
5394,29,31,4.8,6.147415198875052,0,0,0,0,0,1
5395,17,36,4.7,7.8626681674103684,1,0,0,0,0,1
5396,38,32,4.4,19.760798007029905,0,0,1,0,0,0
5397,18,35,4.9,7.646049300624548,0,1,0,0,0,1
5398,20,20,4.8,17.138295790539786,0,0,1,0,0,0
5399,32,39,4.8,17.138077427627863,1,0,0,0,0,0
5400,18,39,5.0,1.5581570033504792,0,1,0,0,0,1
5401,25,29,4.0,1.5321262845594088,0,1,0,0,0,0
5402,48,37,4.5,17.09806123890409,0,0,0,0,0,0
5403,29,26,4.6,10.60245939514964,0,1,0,0,0,1
5404,38,37,4.9,17.29786575291325,0,1,0,0,0,1
5405,10,25,4.5,4.663545220952835,0,1,0,0,0,0
5406,16,20,5.0,6.1186308844114,0,0,0,0,0,0
5407,36,29,4.9,19.659414837288296,0,0,1,0,0,0
5408,18,25,4.6,19.914688541860013,0,0,1,0,0,1
5409,15,29,4.8,3.1046863669122655,0,0,0,0,0,1
5410,16,28,4.7,7.562364213495008,0,1,0,0,0,1
5411,46,22,4.9,16.635770753608572,0,0,1,0,0,0
5412,40,29,4.6,12.257490517738452,1,0,0,0,0,1
5413,20,38,4.8,3.0406911398037053,0,0,0,0,1,0
5414,25,34,4.7,6.081139317039376,0,1,0,0,0,1
5415,30,30,4.1,7.760775621293676,1,0,0,0,0,0
5416,35,37,4.3,13.90269207363203,1,0,0,0,0,1
5417,35,34,3.5,13.405500819756533,0,0,1,0,0,1
5418,35,37,3.8,19.359307695550992,0,0,1,0,0,1
5419,13,21,4.9,1.5368503798521727,1,0,0,0,0,1
5420,39,33,4.1,19.615926964388624,0,1,0,0,0,1
5421,42,36,3.7,13.580373876280879,0,1,0,0,0,1
5422,13,29,4.9,1.4883231072639647,0,0,0,0,0,1
5423,15,35,4.7,3.1050761845074675,0,0,0,0,0,1
5424,18,30,4.6,7.547357671334388,0,0,0,0,0,1
5425,40,34,3.8,19.04256388774203,0,1,0,0,0,1
5426,16,27,4.8,1.5525809531926802,0,0,1,0,0,1
5427,23,29,4.6,1.5725337292863206,0,0,0,0,0,0
5428,29,33,4.9,7.460943738451426,0,0,1,0,0,0
5429,29,27,4.7,7.76260023979039,0,0,1,0,0,0
5430,15,28,4.4,3.0295373875696914,0,1,0,0,0,0
5431,31,27,4.1,7.683740930982763,0,1,0,0,0,1
5432,20,23,4.8,12.483795219584318,0,0,1,0,0,1
5433,14,25,5.0,1.5126165219141463,1,0,0,0,0,1
5434,11,24,4.9,13.582337494192412,0,0,0,0,0,1
5435,23,29,5.0,12.254988311075596,1,0,0,0,0,0
5436,25,26,4.8,13.405500819756533,1,0,0,0,0,0
5437,41,38,4.2,17.137879924186517,0,0,0,0,0,0
5438,15,37,4.6,3.0611340136861775,0,1,0,0,0,1
5439,45,37,4.7,12.42075039087061,0,1,0,0,0,0
5440,39,39,4.9,20.44292976252901,1,0,0,0,0,0
5441,21,25,4.9,5.860100551762558,1,0,0,0,1,0
5442,54,39,4.1,19.363385329656776,0,0,0,0,0,0
5443,22,30,4.6,3.105492716560946,0,0,0,0,1,0
5444,33,21,4.3,3.145067434621583,0,1,0,0,0,0
5445,28,32,4.6,1.5606567477131346,0,1,0,0,0,1
5446,28,30,4.8,17.164609401577533,0,0,0,0,0,0
5447,30,22,4.6,1.532234790495708,0,0,0,0,0,1
5448,48,35,4.8,16.368443538636935,1,0,0,0,0,0
5449,37,34,4.7,9.326651352175272,0,1,0,0,0,0
5450,24,29,4.6,6.080949025950904,0,0,1,0,0,1
5451,27,38,4.7,1.509467584367178,0,1,0,0,1,0
5452,32,30,4.6,12.161009703058534,0,0,1,0,0,0
5453,27,32,4.9,10.906257371570659,0,0,0,0,0,0
5454,43,24,4.4,12.46418980459368,0,0,1,0,0,0
5455,37,25,4.0,20.178893713604634,1,0,0,0,0,0
5456,15,38,4.9,1.5438752136154865,0,0,1,0,0,1
5457,32,32,3.5,17.076258901183188,0,0,1,0,0,0
5458,33,23,4.6,13.830016226508704,0,0,1,0,0,0
5459,43,38,4.3,12.161512247541568,0,0,0,0,0,0
5460,39,22,4.4,6.147404652636644,0,0,0,0,0,0
5461,26,28,4.8,10.565179206181444,0,1,0,0,0,0
5462,17,34,4.7,1.5523182877499084,0,1,0,0,0,0
5463,29,39,4.9,4.5406285313715085,0,1,0,0,0,0
5464,30,39,4.8,7.601027931404884,0,0,0,0,0,0
5465,23,37,5.0,1.5545020843140127,0,0,0,0,0,0
5466,14,26,4.9,9.314920531574971,1,0,0,0,1,0
5467,25,20,4.5,7.562267471532845,1,0,0,0,0,0
5468,18,37,4.6,6.290134677634678,0,1,0,0,1,0
5469,10,24,4.5,4.717601092054723,1,0,0,0,1,0
5470,28,33,4.6,3.0295373875696914,0,1,0,0,0,0
5471,32,38,4.0,7.772252870923808,0,0,0,0,0,1
5472,18,29,4.6,16.601276790345963,0,0,0,0,0,1
5473,38,37,3.5,11.720182056112947,1,0,0,0,0,1
5474,34,32,4.1,4.561269432005461,0,0,0,0,1,0
5475,26,36,4.6,1.529622754840466,0,0,0,0,0,0
5476,18,21,4.9,1.5367469794092732,0,0,1,0,0,0
5477,23,26,4.7,5.968596969708959,1,0,0,0,0,0
5478,27,22,4.6,17.07395729139767,0,0,0,0,0,1
5479,13,26,4.7,1.5126859754657422,0,0,1,0,0,0
5480,20,21,4.7,6.081387490813416,0,0,0,0,0,1
5481,27,29,4.6,9.314044193379946,0,0,0,0,0,0
5482,28,37,4.8,1.5297989528631668,1,0,0,0,0,0
5483,28,28,4.8,7.763607607839511,0,0,1,0,0,0
5484,16,35,4.8,6.0811084845161325,1,0,0,0,0,1
5485,29,29,4.5,8.938097379311301,1,0,0,0,1,0
5486,29,22,4.8,6.12918392293498,1,0,0,0,1,0
5487,34,33,4.2,9.435201537430713,0,0,1,0,0,0
5488,30,21,4.8,9.12210553959038,1,0,0,0,0,0
5489,17,39,4.7,20.18081128090421,1,0,0,0,0,1
5490,27,29,4.6,6.290134677634678,0,1,0,0,0,0
5491,27,35,4.5,13.76685500858734,0,0,0,0,0,1
5492,34,32,4.1,3.0733972976360437,0,0,0,0,0,0
5493,17,38,4.8,9.220449825751995,0,1,0,0,0,1
5494,31,36,4.0,20.253088868519526,0,0,0,0,0,0
5495,10,20,5.0,4.5279170129511765,0,0,1,0,0,0
5496,28,35,4.3,1.5607236381087306,0,0,0,0,0,0
5497,23,20,4.7,1.4898423067405666,0,0,1,0,0,0
5498,40,21,4.7,16.601240146481178,0,0,1,0,0,1
5499,33,21,4.7,10.602467987619507,0,1,0,0,0,0
5500,43,31,4.2,10.867366120252033,1,0,0,0,0,1
5501,47,30,4.8,13.973206773137713,0,0,1,0,0,1
5502,23,39,4.6,1.5725337292863206,1,0,0,0,0,0
5503,30,36,4.8,2.979626144829987,0,1,0,0,0,1
5504,29,31,4.7,4.63237797773287,0,1,0,0,0,0
5505,28,25,4.3,4.674318760489487,0,0,1,0,0,0
5506,31,30,4.4,17.09799694004444,0,0,1,0,0,0
5507,28,39,4.7,16.82066030021692,0,1,0,0,0,0
5508,20,29,4.5,17.29786575291325,0,1,0,0,0,0
5509,25,22,4.8,6.210946741810896,1,0,0,0,1,0
5510,38,35,4.4,20.0689200615946,1,0,0,0,0,1
5511,29,37,4.5,12.099122314389794,0,0,0,0,0,0
5512,37,31,4.0,16.787724706936157,0,1,0,0,0,0
5513,30,34,4.8,19.618739348801018,0,0,0,0,0,1
5514,11,20,4.9,7.761779919073711,0,0,1,0,0,0
5515,27,24,4.8,6.232373129283698,0,0,0,0,0,0
5516,28,38,4.8,14.15280068944862,0,0,0,0,1,0
5517,34,30,4.1,6.210543032489626,0,0,0,0,0,0
5518,14,22,4.8,13.611544388190575,1,0,0,0,0,0
5519,20,31,4.6,20.44292976252901,1,0,0,0,0,1
5520,32,38,4.7,6.290134677634678,0,0,1,0,0,0
5521,28,20,4.7,6.21800119018663,0,0,0,0,0,0
5522,30,31,4.9,10.905993510336609,1,0,0,0,0,1
5523,35,24,4.6,10.807103208634915,0,1,0,0,0,0
5524,29,26,4.5,9.264595774312454,1,0,0,0,0,0
5525,19,31,4.9,3.1049287712304117,1,0,0,0,0,1
5526,28,25,4.8,16.601408334261674,0,0,0,0,0,0
5527,11,23,4.8,1.5125177574805933,1,0,0,0,0,0
5528,21,26,4.8,9.060226100288048,0,1,0,0,0,0
5529,46,32,4.1,12.116905670047105,1,0,0,0,0,0
5530,26,29,4.9,20.44292976252901,0,0,0,0,0,0
5531,31,38,4.3,7.790158927084966,0,0,0,0,0,0
5532,14,25,4.8,1.5524082366562466,0,0,0,0,0,0
5533,36,34,4.2,13.612393202818852,0,0,1,0,0,0
5534,27,32,4.6,9.177805335295874,1,0,0,0,0,0
5535,30,28,4.5,12.074224380435524,0,0,0,0,0,0
5536,44,36,4.0,11.983433564440734,0,0,0,0,0,1
5537,42,38,4.8,13.620342411997079,1,0,0,0,0,1
5538,38,20,4.9,10.58713106938149,0,1,0,0,0,1
5539,27,37,4.8,12.072385194581402,1,0,0,0,0,0
5540,24,23,4.7,9.326428318803533,0,0,1,0,0,0
5541,24,21,4.9,13.682504886916606,1,0,0,0,0,1
5542,41,32,4.7,12.077924313931113,0,0,0,0,0,0
5543,11,29,4.6,1.4685634332717983,1,0,0,0,0,1
5544,24,37,4.9,2.976548916105109,0,1,0,0,0,0
5545,14,29,4.9,19.66102221350665,0,1,0,0,0,0
5546,31,29,4.6,4.657649165910802,0,1,0,0,0,0
5547,16,28,4.8,8.790990992588457,0,0,1,0,0,0
5548,27,22,4.7,13.971950882978046,0,0,0,0,0,1
5549,31,39,4.2,8.952800909210072,0,0,0,0,1,0
5550,28,36,4.8,6.10530006848594,1,0,0,0,0,1
5551,10,24,4.9,3.0407902113990954,0,0,0,0,0,1
5552,34,38,3.8,12.237791615217148,1,0,0,0,0,0
5553,29,29,4.6,13.631440268080546,0,0,1,0,0,0
5554,21,33,4.8,10.72465156807538,0,1,0,0,0,1
5555,24,35,4.8,16.825674553493343,0,1,0,0,0,1
5556,13,26,5.0,4.657671710224878,0,1,0,0,0,0
5557,29,27,4.9,13.406088270680275,0,1,0,0,0,0
5558,28,28,4.6,9.157688902749936,0,1,0,0,0,1
5559,42,28,3.3,10.86586608780909,1,0,0,0,0,1
5560,41,31,4.2,6.290134677634678,1,0,0,0,0,0
5561,18,27,4.8,4.464810553177668,0,0,0,0,0,0
5562,12,28,5.0,9.177484636525243,1,0,0,0,0,0
5563,29,33,4.1,9.435201537430713,0,0,1,0,0,0
5564,20,25,4.5,5.8741129892048605,0,0,0,0,0,1
5565,46,35,4.7,16.983797008030706,0,0,1,0,0,0
5566,39,24,4.2,13.788282220013778,0,1,0,0,0,1
5567,14,27,4.5,4.560890658020926,0,1,0,0,0,0
5568,46,35,4.7,14.022298282479131,0,0,0,0,0,0
5569,18,27,4.9,4.469557550709276,0,0,1,0,0,1
5570,30,36,4.5,7.490199554499683,1,0,0,0,0,0
5571,16,31,5.0,6.128639386843045,1,0,0,0,1,0
5572,30,26,4.8,6.128627670485152,0,1,0,0,0,0
5573,17,28,4.7,4.66365822992179,0,1,0,0,0,0
5574,20,29,4.6,12.255817809722812,0,0,0,0,0,1
5575,31,36,4.1,6.232373129283698,0,1,0,0,0,1
5576,29,33,4.7,7.8626681674103684,0,0,1,0,1,0
5577,53,35,4.7,10.565032566504131,0,0,0,0,0,0
5578,37,23,4.8,12.162115936702182,1,0,0,0,0,0
5579,17,20,4.1,7.562982485200133,1,0,0,0,0,0
5580,45,35,4.3,16.38598063528554,1,0,0,0,0,0
5581,44,31,4.3,14.15280068944862,0,1,0,0,0,0
5582,24,28,4.9,3.1046863669122655,0,0,1,0,0,0
5583,30,36,5.0,17.078706390631634,0,1,0,0,0,0
5584,29,25,4.7,4.537940846050908,0,0,0,0,0,1
5585,26,23,4.9,6.118471180690497,0,0,0,0,1,0
5586,10,27,4.7,7.601616771071091,1,0,0,0,0,0
5587,51,31,4.6,10.486117701549256,0,0,1,0,0,0
5588,20,21,4.2,2.979502850576494,0,0,0,0,0,0
5589,40,33,4.6,20.18085916835158,0,1,0,0,1,0
5590,26,31,4.8,9.315035594044879,0,1,0,0,0,0
5591,29,32,4.9,1.520301336853665,0,0,0,0,0,1
5592,38,21,4.5,20.206260324074304,0,0,1,0,0,0
5593,33,39,3.5,12.29378731203682,1,0,0,0,0,0
5594,21,37,4.8,10.642283429605715,0,0,0,0,0,1
5595,25,31,4.6,10.867138302160432,0,0,1,0,0,0
5596,54,33,5.0,20.253459166411545,0,0,1,0,0,0
5597,47,29,4.6,10.72467208673564,0,0,1,0,0,1
5598,35,29,4.9,10.724960763776828,1,0,0,0,0,0
5599,15,29,5.0,7.8626681674103684,0,0,1,0,0,1
5600,44,25,4.8,16.852118690780628,0,0,1,0,0,0
5601,19,33,4.7,1.536842088254878,0,0,1,0,0,1
5602,26,26,5.0,16.902993744245755,1,0,0,0,0,0
5603,19,28,4.7,10.711185800959658,0,1,0,0,0,0
5604,53,37,5.0,10.906414500350794,1,0,0,0,0,0
5605,27,26,4.8,7.573429885020108,1,0,0,0,0,1
5606,24,38,4.9,1.5545437335214782,0,0,1,0,0,0
5607,26,30,4.6,10.586541004121504,1,0,0,0,0,0
5608,41,32,4.9,19.915135664660593,1,0,0,0,0,0
5609,19,27,4.9,1.5524290130723983,0,0,1,0,0,1
5610,39,23,4.9,13.762197002525635,0,0,0,0,0,1
5611,42,35,4.6,17.07269000033606,1,0,0,0,1,0
5612,22,35,4.8,7.546876906900249,1,0,0,0,0,1
5613,36,35,4.3,16.6594405791231,0,0,1,0,0,1
5614,21,29,4.6,6.2323920207909005,0,0,1,0,0,1
5615,24,20,4.8,7.7624991757103565,0,0,1,0,0,0
5616,29,28,4.6,10.907140151568116,1,0,0,0,0,0
5617,15,28,4.8,6.208989450210038,0,0,0,0,0,1
5618,15,27,4.8,12.237379473670961,0,0,0,0,0,0
5619,17,24,4.7,19.976027554946448,0,0,0,0,1,0
